Tipo.Media(milisec).Div
Fib_1,0.006160,5
Fib_2,0.002040,5
Fib_3,0.012460,5
Fib_c_1,0.002000,5
Fib_c_2,0.001540,5
Fib_c_3,0.001380,5
Fib_c_4,0.001360,5
